Type,Group,Drug,Protein_ID,Gene,fc,log_pvalue,log_adj.pvalue,rank,total_rank,drug_cv,con_cv,lasso_score,norm_fc_drug,norm_fc_prot,coverage,psm,upep,avg_abund,utoP,ratio_to_total_psm,ratio_to_total_upep,Class,H-Score,DrugName
lumos,Group 15,Baicalein,Q9HC38,GLOD4,0.556388246,9.4890743,5.947744722,2.816903839,0.998262333,0.042923331,0.025263495,0.506628329,6.88250902,6.360347506,0.61,71,23,3.701066919,0.323943662,1.192164179,1.288916563,Background,0.992647059,Baicalein
480,Group 11,Benserazide (hydrochloride),Q9HC38,GLOD4,0.354862699,8.444350708,5.224068239,2.900367129,0.996989868,0.011236691,0.021860654,0.052418274,5.455224188,4.051493959,0.69,59,24,4.268842306,0.406779661,1.22125115,1.339950372,Background,0.977941176,Benserazide
480,Group 46,Catechin,Q9HC38,GLOD4,0.797066994,12.64393322,8.968246513,2.603144373,0.999654519,0.023354687,0.026246647,0.720553551,13.976798,9.820764672,0.52,36,17,4.087104967,0.472222222,0.745170193,0.949131514,Background,0.977941176,Catechin
lumos,Group 31,Lornoxicam,Q9HC38,GLOD4,0.204359672,7.528281993,3.98136935,2.11058971,0.995115377,0.010323231,0.018349838,0.148537154,3.716049436,1.956039808,0.49,43,15,3.673656669,0.348837209,0.722014925,0.840597758,Background,0.845588235,Lornoxicam
lumos,Group 25,Nordihydroguaiaretic acid,Q9HC38,GLOD4,0.311598611,5.465332174,2.394555711,3.426511261,0.985291401,0.039338726,0.050438023,0.284265217,2.489226316,3.297729998,0.5,51,18,3.909489168,0.352941176,0.856343284,1.00871731,Background,0.904411765,Nordihydroguaiaretic acid
480,Group 24,Opicapone,Q9HC38,GLOD4,0.884509315,14.05744372,10.41478139,2.706717782,0.999866596,0.017529474,0.024680074,0.845927383,11.25999536,10.96159127,0.59,62,19,4.460658088,0.306451613,1.283348666,1.060794045,Background,0.985294118,Opicapone
480,Group 43,Osalmid,Q9HC38,GLOD4,0.243140876,8.097508218,4.876703028,2.813580989,0.996357056,0.002816877,0.01538389,0.201076259,4.148982249,2.593901965,0.51,45,18,4.125879593,0.4,0.931462741,1.004962779,Background,0.963235294,Osalmid
480,Group 10,Oxytetracycline,Q9HC38,GLOD4,0.856721926,7.16130134,3.578783456,2.324282455,0.994119981,0.044896767,0.096260326,0.677744664,17.4715416,10.59905982,0.49,46,15,4.238512782,0.326086957,0.952161914,0.837468983,Background,0.970588235,Oxytetracycline
480,Group 16,Physostigmine (salicylate),Q9HC38,GLOD4,0.448012376,10.06794314,6.396122578,2.209515015,0.998741218,0.024520271,0.021277881,0.398378968,8.634295864,5.266782255,0.61,57,20,4.234699467,0.350877193,1.179852806,1.11662531,Background,1,Physostigmine
480,Group 38,Salsalate,Q9HC38,GLOD4,0.211475439,7.551657588,4.146396626,2.526339277,0.99519063,0.016204096,0.016322989,0.159322256,3.920164731,2.180775093,0.51,44,16,4.048839789,0.363636364,0.910763569,0.893300248,Background,0.919117647,Salsalate
lumos,Group 11,Sodium Salicylate,Q9HC38,GLOD4,0.507633382,8.643042896,5.028884187,2.257678575,0.997352452,0.014080245,0.030317477,0.212857282,9.855222538,5.750364569,0.64,85,24,4.392016847,0.282352941,1.427238806,1.344956413,Background,1,Sodium Salicylate
lumos,Group 29,Vigabatrin,Q9HC38,GLOD4,0.238017932,5.020429567,1.732739783,2.77524626,0.980830933,0.038005487,0.01981381,0.083408584,2.784225597,2.377145768,0.48,54,15,3.786314779,0.277777778,0.906716418,0.840597758,Background,0.845588235,Vigabatrin
480,Group 18,Voxelotor,Q9HC38,GLOD4,0.649798391,12.37236044,8.710926386,2.79518459,0.999610051,0.010229629,0.026672724,0.613847896,11.11906479,7.899407409,0.52,45,15,4.252032191,0.333333333,0.931462741,0.837468983,Background,0.977941176,Voxelotor
480,Group 40,Acetohydroxamic acid,Q01581,HMGCS1,0.269215473,9.075783353,6.00861947,2.745074792,0.997875805,0.018279258,0.008337273,0.245002947,6.272636122,5.343841428,0.46,56,23,4.270920949,0.410714286,0.953461975,1.005830904,Background,0.941176471,Acetohydroxamic acid
lumos,Group 10,Ciclopirox (olamine),Q01581,HMGCS1,0.312342387,3.456193713,0.92113507,3.252853031,0.928495687,0.097086279,0.023460693,0.174367795,4.401174453,6.932443327,0.33,88,17,3.938779824,0.193181818,1.383647799,0.867346939,Background,0.845588235,Ciclopirox
480,Group 32,Cortisone acetate,Q01581,HMGCS1,0.323868106,7.94657053,4.246819499,2.380211242,0.996073146,0.025370492,0.022511126,0.25565799,5.890466633,6.55512492,0.51,65,24,4.371646843,0.369230769,1.106696935,1.049562682,Background,1,Cortisone
480,Group 11,Daptomycin,Q01581,HMGCS1,0.133844173,4.701205816,1.90689208,3.329601248,0.97605577,0.009900887,0.020648743,0.060423904,1.745903336,2.343564756,0.52,69,25,4.31047133,0.362318841,1.174801362,1.093294461,Background,0.838235294,Daptomycin
480,Group 36,Fludrocortisone acetate,Q01581,HMGCS1,0.462038153,11.28459417,7.592982301,2.478566496,0.999367188,0.013074349,0.006486714,0.430407986,9.121714712,9.617431086,0.51,66,23,4.487439589,0.348484848,1.123723042,1.005830904,Background,0.948529412,Fludrocortisone acetate
480,Group 8,Grazoprevir hydrate,Q01581,HMGCS1,0.166036305,4.94361445,2.066303428,3.240549248,0.97990737,0.031011019,0.022877943,0.148676413,1.895071533,3.057049087,0.52,69,26,4.247085368,0.376811594,1.174801362,1.137026239,Background,0.904411765,Grazoprevir hydrate
480,Group 16,Hydrocortisone acetate,Q01581,HMGCS1,0.415276405,6.833988508,3.162167948,2.053078443,0.993008285,0.046046745,0.038699686,0.352490045,7.647985096,8.581035783,0.51,67,26,4.189445394,0.388059701,1.140749149,1.137026239,Background,1,Hydrocortisone acetate
480,Group 33,Oxytocin,Q01581,HMGCS1,0.400028946,11.86623019,8.365842636,2.26245109,0.999521115,0.014174954,0.013448824,0.357788599,7.880681952,8.243101559,0.5,74,22,4.405119163,0.297297297,1.259931896,0.962099125,Background,0.992647059,Oxytocin
480,Group 38,Prednisolone acetate,Q01581,HMGCS1,0.261144239,3.841183938,1.186953828,3.493179121,0.951512933,0.04802697,0.036766862,0.134010655,4.458458994,5.164956134,0.52,60,25,4.00545079,0.416666667,1.021566402,1.093294461,Background,0.882352941,Prednisolone
lumos,Group 24,Prednisone acetate,Q01581,HMGCS1,0.37193819,8.491302507,4.939486685,2.167317335,0.997089066,0.017361412,0.029779124,0.335226269,5.662192818,8.3923479,0.5,79,23,4.143870049,0.291139241,1.242138365,1.173469388,Background,1,Prednisone acetate
480,Group 34,Vorinostat,Q01581,HMGCS1,0.57676857,6.948025123,4.3761372,3.559547556,0.993357186,0.028591812,0.060957081,0.397834335,8.515327187,12.16023739,0.46,68,21,4.379456905,0.308823529,1.157775255,0.918367347,Background,0.970588235,Vorinostat
480,Group 9,Atazanavir (sulfate),P55157,MTTP,0.219879619,5.117011231,1.408845373,2.499687083,0.982011042,0.035272218,0.024556586,0.154087078,2.867162912,0.803771871,0.27,29,20,3.828524561,0.689655172,2.081339713,2.027027027,Background,0.830882353,Atazanavir
480,Group 16,Buspirone (hydrochloride),P55157,MTTP,0.577496561,4.792964074,1.121143514,2.281033367,0.977577938,0.042462503,0.10653936,0.328500856,10.91741133,3.364126441,0.18,15,13,3.418806569,0.866666667,1.076555024,1.317567568,Background,0.911764706,Buspirone
lumos,Group 34,Cisapride,P55157,MTTP,0.228201574,4.999413232,1.356158007,2.245512668,0.980591491,0.01962923,0.029964212,0.052685163,4.290373707,0.662750494,0.13,11,9,3.245006519,0.818181818,1.599118943,1.81097561,Background,0.808823529,Cisapride
480,Group 8,Etravirine,P55157,MTTP,0.970324874,8.145064541,4.795398557,2.653212514,0.996456254,0.022856466,0.099932949,0.831873618,15.0865843,6.17657644,0.13,14,10,3.283436925,0.714285714,1.004784689,1.013513514,Background,0.963235294,Etravirine
480,Group 4,Lomitapide,P55157,MTTP,0.953298212,3.419112154,0.701592638,3.160768562,0.925314525,0.019500493,0.252145389,0.49839596,17.43883919,6.054674246,0.3,28,23,3.601190533,0.821428571,2.009569378,2.331081081,Target,0.889705882,Lomitapide
480,Group 5,Lopinavir,P55157,MTTP,0.711256825,3.433236772,1.000954768,3.683767261,0.926604092,0.027307619,0.189782354,0.35246719,9.188564553,4.321781589,0.22,21,16,3.543943942,0.761904762,1.507177033,1.621621622,Background,0.860294118,Lopinavir
480,Group 34,Manidipine (dihydrochloride),P55157,MTTP,0.33499148,6.681983763,3.297182484,2.45331834,0.99241652,0.020758684,0.028460822,0.186154346,7.648901954,1.62791398,0.22,28,17,4.048676756,0.607142857,2.009569378,1.722972973,Background,0.955882353,Manidipine
480,Group 32,Mibefradil (dihydrochloride),P55157,MTTP,0.732427483,5.683271051,2.539091645,2.854913022,0.986988021,0.08715667,0.060005219,0.405311306,13.17994547,4.473352683,0.27,41,22,4.107686414,0.536585366,2.942583732,2.22972973,Background,0.992647059,Mibefradil
lumos,Group 19,Ripretinib,P55157,MTTP,0.527434597,5.905431615,2.846626128,2.906873535,0.988458881,0.055454051,0.058110355,0.354340313,6.552112027,2.913926296,0.06,5,4,2.560683592,0.8,0.726872247,0.804878049,Background,0.816176471,Ripretinib
480,Group 22,Tivozanib,P55157,MTTP,0.76954767,8.905723769,5.211206315,2.645422269,0.99767741,0.038848266,0.055391518,0.640558957,11.04946685,4.739114254,0.12,11,8,3.512557664,0.727272727,0.789473684,0.810810811,Background,0.948529412,Tivozanib
480,Group 27,Aristolochic acid A,Q9BPW8,NIPSNAP1,0.393002715,3.890390726,0.970789702,3.049218023,0.953818421,0.069836143,0.074909131,0.254192968,6.010143953,4.996775939,0.31,19,7,4.066217804,0.368421053,0.762711864,0.660377358,Background,0.830882353,Aristolochic acid A
480,Group 17,Azilsartan,Q9BPW8,NIPSNAP1,0.536374922,6.378655357,2.990198905,2.72427587,0.991106429,0.072769713,0.04312348,0.423859274,12.35139156,7.10593552,0.51,20,9,4.11443583,0.45,0.802854594,0.849056604,Background,0.985294118,Azilsartan
lumos,Group 6,Bosentan (hydrate),Q9BPW8,NIPSNAP1,0.425314791,4.472710849,1.353564977,2.788875116,0.971653452,0.009969335,0.092514466,0.365927844,7.769338663,5.596819608,0.55,36,12,3.875648611,0.333333333,1.368243243,1.409921671,Background,0.889705882,Bosentan
lumos,Group 35,Candesartan,Q9BPW8,NIPSNAP1,0.187951875,7.380532639,4.229264964,3.144574208,0.994739111,0.004612313,0.017705507,0.133592419,2.600930205,1.998788603,0.43,30,11,4.020593286,0.366666667,1.140202703,1.292428198,Background,0.897058824,Candesartan
lumos,Group 37,Ceftazidime,Q9BPW8,NIPSNAP1,0.366040955,3.827184249,1.513417431,3.856245401,0.950780924,0.00667227,0.076839874,0.178268245,5.855788986,4.698325847,0.4,26,10,4.004480443,0.384615385,0.988175676,1.174934726,Background,0.808823529,Ceftazidime
lumos,Group 37,Cloperastine fendizoate,Q9BPW8,NIPSNAP1,0.278711241,4.160094918,1.126168797,3.025305865,0.963573984,0.038954884,0.048385289,0.055274112,4.301728315,3.374551161,0.4,26,10,4.004480443,0.384615385,0.988175676,1.174934726,Background,0.882352941,Cloperastine fendizoate
lumos,Group 43,Cyclopentolate (hydrochloride),Q9BPW8,NIPSNAP1,0.19549477,4.270296067,1.265759749,2.864511081,0.966885129,0.019472208,0.033631519,0.083882971,3.878008985,2.113126472,0.26,19,6,3.637769829,0.315789474,0.722128378,0.704960836,Background,0.816176471,Cyclopentolate
480,Group 15,Ecabet (sodium),Q9BPW8,NIPSNAP1,0.17985186,6.225959055,2.843761845,2.84260924,0.990309428,0.010268688,0.006423115,0.141844255,2.090559583,1.861097303,0.69,39,15,4.007105247,0.384615385,1.565566459,1.41509434,Background,0.838235294,Ecabet
lumos,Group 18,Eprosartan (mesylate),Q9BPW8,NIPSNAP1,0.447816272,6.990244432,3.917994535,3.349860082,0.993541899,0.05485633,0.035213051,0.332645284,4.465988305,5.937905021,0.5,29,8,3.466682302,0.275862069,1.102195946,0.939947781,Background,0.977941176,Eprosartan
lumos,Group 25,Evans Blue,Q9BPW8,NIPSNAP1,0.380990855,11.26238618,7.714488465,3.331224781,0.999353506,0.023826242,0.009561668,0.361006702,2.33390935,4.924941716,0.54,29,11,3.768127301,0.379310345,1.102195946,1.292428198,Background,0.882352941,Evans Blue
480,Group 41,Hydroxyzine (pamoate),Q9BPW8,NIPSNAP1,0.35505691,5.495513673,3.157455798,3.776701184,0.985585573,0.008542493,0.056232179,0.286438587,4.265967168,4.43855229,0.28,15,9,4.026582288,0.6,0.602140946,0.849056604,Background,0.838235294,Hydroxyzine
480,Group 40,Indobufen,Q9BPW8,NIPSNAP1,0.245262977,4.523098349,1.455934467,2.651278014,0.972706998,0.042995229,0.044670545,0.200558737,5.803204693,2.823365283,0.41,20,10,4.039556877,0.5,0.802854594,0.943396226,Background,0.889705882,Indobufen
480,Group 4,Indomethacin (sodium hydrate),Q9BPW8,NIPSNAP1,0.222667979,4.558083737,1.365423376,2.823474229,0.973380857,0.021137302,0.027143175,0,3.448051918,2.490968518,0.54,22,13,3.988233337,0.590909091,0.883140054,1.226415094,Background,0.838235294,Indomethacin
lumos,Group 45,Laquinimod,Q9BPW8,NIPSNAP1,0.283284831,5.19117439,2.384026089,3.317854489,0.982855931,0.03566968,0.037655626,0.139940401,4.155330479,3.443879255,0.4,17,8,3.539076099,0.470588235,0.646114865,0.939947781,Background,0.941176471,Laquinimod
lumos,Group 30,Sulbenicillin (disodium),Q9BPW8,NIPSNAP1,0.169231188,4.714987405,1.790811535,3.355068206,0.976305474,0.029327436,0.02508204,0.061452426,1.988771716,1.715013808,0.39,30,8,3.760207545,0.266666667,1.140202703,0.939947781,Background,0.838235294,Sulbenicillin
480,Group 4,Telmisartan,Q9BPW8,NIPSNAP1,0.291665333,5.137240767,2.166429157,3.155336037,0.982236802,0.038091732,0.027143175,0,4.20635231,3.505993906,0.54,22,13,3.988233337,0.590909091,0.883140054,1.226415094,Background,0.904411765,Telmisartan
480,Group 9,Valsartan,Q9BPW8,NIPSNAP1,0.726206735,8.747317339,5.516272736,3.297322714,0.997530324,0.033219709,0.059058088,0.613153555,11.56146944,9.898565937,0.38,19,9,4.181306102,0.473684211,0.762711864,0.849056604,Background,0.985294118,Valsartan
480,Group 20,Zafirlukast,Q9BPW8,NIPSNAP1,0.198424035,6.93205596,3.293566703,2.515873844,0.993299036,0.026268094,0.014921314,0,2.474568474,2.134313991,0.59,42,13,4.348268833,0.30952381,1.685994648,1.226415094,Background,0.882352941,Zafirlukast
480,Group 17,Azilsartan,O75323,NIPSNAP2,0.289817365,6.781613823,3.092127375,2.423245874,0.992833834,0.029860902,0.026054668,0.220842357,6.320651922,3.652821728,0.18,8,4,3.522300749,0.5,0.489795918,0.569620253,Background,0.882352941,Azilsartan
480,Group 6,Bosentan (hydrate),O75323,NIPSNAP2,0.438950089,4.773625916,1.510338233,2.311753861,0.977259822,0.015192301,0.095080716,0.377470306,6.723093406,5.93294997,0.27,23,8,3.831015056,0.347826087,1.408163265,1.139240506,Background,0.904411765,Bosentan
lumos,Group 37,Ceftazidime,O75323,NIPSNAP2,0.34735923,4.897292936,2.249683445,3.488268615,0.979247193,0.024139282,0.062384053,0.12225295,5.519546007,4.041636312,0.24,12,7,3.599670237,0.583333333,1.547277937,1.740331492,Background,0.898284314,Ceftazidime
lumos,Group 37,Cloperastine fendizoate,O75323,NIPSNAP2,0.416722276,4.944441968,1.649088238,2.72427587,0.979917632,0.043304449,0.062384053,0.176442811,6.80137545,5.028620822,0.24,12,7,3.599670237,0.583333333,1.547277937,1.740331492,Background,0.919117647,Cloperastine fendizoate
480,Group 15,Ecabet (sodium),O75323,NIPSNAP2,0.176297602,5.079374472,2.299237253,3.444669231,0.981535578,0.027015664,0.024020794,0.141857712,2.033824967,1.91718912,0.36,26,10,3.440767441,0.384615385,1.591836735,1.424050633,Background,0.816176471,Ecabet
lumos,Group 2,Eliglustat (hemitartrate),O75323,NIPSNAP2,0.306539133,4.825614228,1.994448803,3.141449773,0.978128656,0.026226329,0.049993096,0.217315957,5.034032376,3.46079671,0.41,16,11,3.582517884,0.6875,2.063037249,2.73480663,Background,0.933823529,Eliglustat
480,Group 18,Eprosartan (mesylate),O75323,NIPSNAP2,0.41268979,6.03663249,3.074168444,3.571708832,0.989307191,0.063466071,0.043766463,0.353761145,4.918458917,5.531449556,0.14,10,5,3.79916128,0.5,0.612244898,0.712025316,Background,0.889705882,Eprosartan
480,Group 26,Gemigliptin (tartrate),O75323,NIPSNAP2,0.173760315,5.635821108,2.451792505,2.819543936,0.98664254,0.009582181,0.022053889,0.140543876,2.513547689,1.878395886,0.37,31,10,4.117148615,0.322580645,1.897959184,1.424050633,Background,0.875,Gemigliptin
480,Group 41,Hydroxyzine (pamoate),O75323,NIPSNAP2,0.304443722,8.352974209,5.492037588,3.253822439,0.996801735,0.018294303,0.023125019,0.279573022,3.573871642,3.876447821,0.2,13,6,3.427599699,0.461538462,0.795918367,0.85443038,Background,0.860294118,Hydroxyzine
480,Group 4,Indomethacin (sodium hydrate),O75323,NIPSNAP2,0.334773789,7.521258779,3.851477163,2.346352974,0.995088012,0.021497104,0.017550817,0,5.594731802,4.340171949,0.29,15,8,3.519972297,0.533333333,0.918367347,1.139240506,Background,0.93504902,Indomethacin
480,Group 45,Laquinimod,O75323,NIPSNAP2,0.329707807,6.752290731,3.37974693,2.773786445,0.992738057,0.017549581,0.036681368,0.250697528,5.895850894,4.262716869,0.19,11,6,3.654556744,0.545454545,0.673469388,0.85443038,Background,0.941176471,Laquinimod
480,Group 4,Telmisartan,O75323,NIPSNAP2,0.44505233,7.130192601,3.93753224,2.933487288,0.994037887,0.051774811,0.017550817,0,6.805043787,6.026248685,0.29,15,8,3.519972297,0.533333333,0.918367347,1.139240506,Background,0.949754902,Telmisartan
480,Group 9,Valsartan,O75323,NIPSNAP2,0.640907894,7.857375526,4.76075019,3.422261451,0.995902116,0.022154827,0.060600708,0.506327335,10.10824313,9.020734355,0.19,13,6,3.761446692,0.461538462,0.795918367,0.85443038,Background,0.963235294,Valsartan
480,Group 20,Zafirlukast,O75323,NIPSNAP2,0.214594138,4.444254156,1.504734903,3.214843848,0.971017219,0.02972876,0.027408642,0,2.737193537,2.502714625,0.29,28,8,4.035987758,0.285714286,1.714285714,1.139240506,Background,0.816176471,Zafirlukast
lumos,Group 45,Arotinolol,P30419,NMT1,0.341523817,4.958426836,1.607210491,2.675778342,0.980064718,0.005205572,0.044525005,0,6.07490585,4.428174476,0.25,29,11,3.524616784,0.379310345,0.965951147,1.010204082,Background,0.904411765,Arotinolol
lumos,Group 28,Azaperone,P30419,NMT1,0.207667911,4.726113065,1.448618455,2.810232518,0.976493607,0.020242777,0.027983652,0,2.81331367,2.409724187,0.2,41,9,3.506193744,0.219512195,1.36565507,0.826530612,Background,0.845588235,Azaperone
lumos,Group 9,Brexpiprazole,P30419,NMT1,0.721680463,9.308737766,5.806583874,2.523746467,0.998111826,0.036089771,0.034325156,0,11.94610212,10.16066182,0.18,21,8,3.661012431,0.380952381,0.699481865,0.734693878,Background,0.977941176,Brexpiprazole
lumos,Group 35,Bromperidol,P30419,NMT1,0.396724481,3.938204407,0.643706753,2.444044796,0.955775006,0.038380567,0.066790807,0,7.677801423,5.260560566,0.32,32,12,3.879534542,0.375,1.065877128,1.102040816,Background,0.845588235,Bromperidol
480,Group 4,Cariprazine (hydrochloride),P30419,NMT1,1.072907812,11.13969452,7.469912906,2.133538908,0.999302197,0.006157438,0.032381266,0,21.16741161,15.24376606,0.31,28,15,3.829052775,0.535714286,0.748663102,1.207513417,Background,0.977941176,Cariprazine
480,Group 37,Cloperastine fendizoate,P30419,NMT1,0.479383055,5.969650346,2.313125544,2.423245874,0.988896718,0.017111916,0.048976986,0,8.853748628,6.382297102,0.35,41,12,4.18262433,0.292682927,1.096256684,0.966010733,Background,0.985294118,Cloperastine fendizoate
480,Group 3,Cobimetinib,P30419,NMT1,0.500033516,7.502981845,4.335270771,2.782472624,0.995033282,0.024724816,0.036184861,0,5.797718933,6.690613495,0.38,41,15,3.91238947,0.365853659,1.096256684,1.207513417,Background,0.970588235,Cobimetinib
lumos,Group 6,Darifenacin (hydrobromide),P30419,NMT1,0.409206996,9.713735669,6.117468543,2.346352974,0.998429943,0.016908221,0.010646534,0,7.670861898,5.448787867,0.24,35,11,3.780079573,0.314285714,1.165803109,1.010204082,Background,0.933823529,Darifenacin
480,Group 40,Hydroquinidine,P30419,NMT1,0.157076717,4.605238318,1.378413017,2.411619706,0.974266793,0.020007092,0.018206916,0,3.377351984,1.570185087,0.29,31,9,3.957123404,0.290322581,0.828877005,0.72450805,Background,0.816176471,Hydroquinidine
480,Group 16,Lobeline (hydrochloride),P30419,NMT1,0.313980642,4.008182964,0.938422395,2.857332496,0.958603846,0.053376579,0.059034368,0,4.540904125,3.912798846,0.3,38,13,3.8192148,0.342105263,1.016042781,1.046511628,Background,0.860294118,Lobeline
lumos,Group 18,Nebivolol (hydrochloride),P30419,NMT1,0.448625874,8.400057512,4.85068636,2.283301229,0.996863306,0.015191346,0.028484221,0,6.951881263,6.04319605,0.26,22,11,3.194264516,0.5,0.732790526,1.010204082,Background,0.955882353,Nebivolol
lumos,Group 35,Oxethazaine,P30419,NMT1,0.237335288,3.734881461,0.735996143,2.526339277,0.946327297,0.081521638,0.041827117,0,4.671809826,2.857086787,0.32,32,12,3.879534542,0.375,1.065877128,1.102040816,Background,0.845588235,Oxethazaine
lumos,Group 33,Pentamidine (isethionate),P30419,NMT1,0.159892441,4.53381677,1.74152516,3.377852419,0.972908814,0.01355827,0.023965928,0,2.244844197,1.689304646,0.33,29,13,3.670941281,0.448275862,0.965951147,1.193877551,Background,0.808823529,Pentamidine
lumos,Group 41,Procyclidine (hydrochloride),P30419,NMT1,0.186159798,5.049187706,1.713387001,2.28780173,0.981179835,0.024700481,0.022110183,0,2.572132961,2.085397397,0.25,46,11,3.597689702,0.239130435,1.532198372,1.010204082,Background,0.845588235,Procyclidine
lumos,Group 45,Propranolol,P30419,NMT1,0.15948476,4.886734568,1.535518222,2.63748973,0.979062481,0.008658838,0.020822827,0,2.124778536,1.683157115,0.25,29,11,3.524616784,0.379310345,0.965951147,1.010204082,Background,0.808823529,Propranolol
lumos,Group 40,Tilorone (dihydrochloride),P30419,NMT1,0.259081934,6.977074635,3.398664664,2.526339277,0.993483749,0.012338199,0.019877783,0,4.424235274,3.185010486,0.33,28,14,3.522600708,0.5,0.932642487,1.285714286,Background,0.911764706,Tilorone
480,Group 13,Trihexyphenidyl (hydrochloride),P30419,NMT1,0.492068833,10.11167983,6.419009129,2.303196057,0.998758321,0.013685737,0.01501526,0,7.735231664,6.571698855,0.42,41,11,3.827898893,0.268292683,1.096256684,0.885509839,Background,0.977941176,Trihexyphenidyl
480,Group 5,Umeclidinium (bromide),P30419,NMT1,0.24387452,3.928349273,0.85518101,2.803457116,0.95534059,0.036198974,0.038620989,0,4.337358191,2.86609739,0.29,35,9,3.89205841,0.257142857,0.935828877,0.72450805,Background,0.867647059,Umeclidinium
lumos,Group 29,Angiotensin II human (acetate),P55786,NPEPPS,1.493030982,9.958102849,6.846504324,3.184691431,0.998645441,0.047011,0.079411751,1.217339864,14.7056875,11.49251371,0.56,145,44,4.244619719,0.303448276,1.178223185,1.0548748,Background,0.977941176,Angiotensin II human
480,Group 14,Dehydrocholic acid,P55786,NPEPPS,0.306173152,7.21657176,3.52966749,2.350248018,0.99428075,0.020202144,0.016739688,0.264898562,4.946857113,1.843772082,0.56,119,56,4.545029252,0.470588235,1.008284692,1.178671656,Background,0.904411765,Dehydrocholic acid
480,Group 13,Eptifibatide,P55786,NPEPPS,0.164468464,6.178499504,2.485828804,2.123851641,0.990042621,0.010149698,0.01617865,0.151670897,2.725257713,0.789132128,0.55,123,51,4.69387418,0.414634146,1.042176615,1.073433115,Background,0.875,Eptifibatide
lumos,Group 49,Flunarizine (dihydrochloride),P55786,NPEPPS,0.18878331,4.771823221,1.900951326,3.07371835,0.977232457,0.026390971,0.02177677,0.120118858,2.278840837,1.062498796,0.47,105,36,4.211116535,0.342857143,0.8531961,0.863079382,Background,0.830882353,Flunarizine
480,Group 26,Gemigliptin (tartrate),P55786,NPEPPS,0.864206128,7.667780337,4.00663048,2.342422681,0.995440334,0.077157737,0.029525058,0.818316748,15.34318082,5.996943586,0.56,145,49,5.074167073,0.337931034,1.228582188,1.031337699,Background,0.977941176,Gemigliptin
lumos,Group 20,Goserelin (acetate),P55786,NPEPPS,0.265054449,6.40926519,3.344932016,2.667452953,0.991253515,0.018131415,0.020070902,0.241785284,4.38833305,1.67243596,0.56,121,45,4.643371732,0.371900826,0.983206934,1.078849227,Background,0.897058824,Goserelin
480,Group 8,Grazoprevir hydrate,P55786,NPEPPS,1.21096803,5.927118455,2.75354373,3.018700499,0.988602546,0.104229126,0.106139033,0.486322907,18.61011811,8.577725928,0.56,146,58,4.734228393,0.397260274,1.237055169,1.220767072,Background,0.948529412,Grazoprevir hydrate
lumos,Group 21,Lifitegrast,P55786,NPEPPS,0.230206967,9.689779752,6.087502668,2.57054294,0.998405998,0.008630401,0.013489399,0.217031474,3.714415965,1.393762077,0.54,145,44,4.245411485,0.303448276,1.178223185,1.0548748,Background,0.845588235,Lifitegrast
480,Group 14,Lomerizine dihydrochloride,P55786,NPEPPS,0.249123418,7.513962136,3.827057866,2.506505032,0.995067489,0.010240864,0.016739688,0.231213908,3.165143637,1.419178305,0.56,119,56,4.545029252,0.470588235,1.008284692,1.178671656,Background,0.838235294,Lomerizine dihydrochloride
480,Group 43,Olmesartan medoxomil,P55786,NPEPPS,0.194730959,5.755606629,2.057680184,2.484299839,0.98749427,0.02666698,0.013835863,0.134716657,3.172435515,1.014361352,0.52,141,50,4.743005016,0.354609929,1.194690265,1.052385407,Background,0.823529412,Olmesartan
lumos,Group 20,Pemigatinib,P55786,NPEPPS,0.231616486,6.699408493,3.484045984,3.237543738,0.992484932,0.006564076,0.020070902,0.228190166,2.348281493,1.405033944,0.56,121,45,4.643371732,0.371900826,0.983206934,1.078849227,Background,0.867647059,Pemigatinib
lumos,Group 22,Puromycin (dihydrochloride),P55786,NPEPPS,0.650329869,9.552304461,5.969105687,2.383815366,0.998313642,0.016145636,0.045754706,0.5604131,8.783966671,4.753467621,0.61,125,45,4.022502603,0.36,1.015709642,1.078849227,Target,0.985294118,Puromycin
lumos,Group 39,Vilanterol,P55786,NPEPPS,0.21114175,7.500113939,3.87872991,2.40654018,0.995029862,0.026386213,0.016283675,0.197042745,3.275900129,1.241298325,0.51,143,41,4.233398472,0.286713287,1.161971831,0.982951518,Background,0.852941176,Vilanterol
lumos,Group 6,Voxilaprevir,P55786,NPEPPS,0.288337189,4.96426694,2.2710898,3.528402438,0.980116027,0.034459829,0.048368126,0.246857907,4.427459198,1.858627067,0.57,137,46,4.619596236,0.335766423,1.113217768,1.102823655,Background,0.845588235,Voxilaprevir
lumos,Group 19,Aclacinomycin A hydrochloride,P15559,NQO1,0.529464624,5.134447398,2.075641911,2.751279104,0.982188913,0.057981176,0.06556367,0,7.869664854,3.991140401,0.41,59,16,3.729423993,0.271186441,0.763589301,1.030042918,Background,0.948529412,Aclacinomycin A hydrochloride
lumos,Group 4,Axitinib,P15559,NQO1,0.174903491,4.550292659,1.914760531,3.229425848,0.973247453,0.028311978,0.025150808,0.080350247,2.916520043,0.978435229,0.43,55,15,4.027828495,0.272727273,0.711820535,0.965665236,Background,0.823529412,Axitinib
